date,center_id,center_name,open_vial_doses_wasted,expired_doses_wasted,total_doses_wasted,doses_drawn_from_vials,wastage_rate
2021-07-31,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,268,0.0784
2021-07-31,MLD-05,Chelab Rural Vaccination Center,14,0,14,229,0.0611
2021-08-01,MLD-01,Malard Central Health Center,27,0,27,409,0.066
2021-08-01,MLD-02,Sabashahr Health Center,16,0,16,382,0.0419
2021-08-01,MLD-03,Vahedieh Health Center,21,0,21,285,0.0737
2021-08-01,MLD-04,Sadeghieh-e Malard Vaccination Center,16,0,16,283,0.0565
2021-08-01,MLD-05,Chelab Rural Vaccination Center,11,0,11,163,0.0675
2021-08-02,MLD-01,Malard Central Health Center,18,0,18,393,0.0458
2021-08-02,MLD-02,Sabashahr Health Center,10,0,10,326,0.0307
2021-08-02,MLD-03,Vahedieh Health Center,13,0,13,295,0.0441
2021-08-02,MLD-04,Sadeghieh-e Malard Vaccination Center,13,0,13,287,0.0453
2021-08-02,MLD-05,Chelab Rural Vaccination Center,14,0,14,243,0.0576
2021-08-03,MLD-01,Malard Central Health Center,37,0,37,391,0.0946
2021-08-03,MLD-02,Sabashahr Health Center,31,0,31,382,0.0812
2021-08-03,MLD-03,Vahedieh Health Center,24,0,24,333,0.0721
2021-08-03,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,300,0.0567
2021-08-03,MLD-05,Chelab Rural Vaccination Center,14,0,14,227,0.0617
2021-08-04,MLD-01,Malard Central Health Center,38,0,38,444,0.0856
2021-08-04,MLD-02,Sabashahr Health Center,27,0,27,371,0.0728
2021-08-04,MLD-03,Vahedieh Health Center,23,0,23,330,0.0697
2021-08-04,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,304,0.0625
2021-08-04,MLD-05,Chelab Rural Vaccination Center,20,0,20,227,0.0881
2021-08-05,MLD-01,Malard Central Health Center,18,0,18,401,0.0449
2021-08-05,MLD-02,Sabashahr Health Center,15,0,15,309,0.0485
2021-08-05,MLD-03,Vahedieh Health Center,23,0,23,311,0.074
2021-08-05,MLD-04,Sadeghieh-e Malard Vaccination Center,7,0,7,226,0.031
2021-08-05,MLD-05,Chelab Rural Vaccination Center,11,0,11,180,0.0611
2021-08-06,MLD-01,Malard Central Health Center,14,0,14,161,0.087
2021-08-06,MLD-02,Sabashahr Health Center,17,0,17,150,0.1133
2021-08-06,MLD-03,Vahedieh Health Center,10,0,10,110,0.0909
2021-08-06,MLD-04,Sadeghieh-e Malard Vaccination Center,15,0,15,125,0.12
2021-08-06,MLD-05,Chelab Rural Vaccination Center,5,0,5,80,0.0625
2021-08-07,MLD-01,Malard Central Health Center,28,0,28,403,0.0695
2021-08-07,MLD-02,Sabashahr Health Center,27,0,27,455,0.0593
2021-08-07,MLD-03,Vahedieh Health Center,26,0,26,377,0.069
2021-08-07,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,290,0.069
2021-08-07,MLD-05,Chelab Rural Vaccination Center,10,0,10,235,0.0426
2021-08-08,MLD-01,Malard Central Health Center,18,0,18,477,0.0377
2021-08-08,MLD-02,Sabashahr Health Center,32,0,32,375,0.0853
2021-08-08,MLD-03,Vahedieh Health Center,32,0,32,359,0.0891
2021-08-08,MLD-04,Sadeghieh-e Malard Vaccination Center,22,0,22,366,0.0601
2021-08-08,MLD-05,Chelab Rural Vaccination Center,20,0,20,244,0.082
2021-08-09,MLD-01,Malard Central Health Center,30,0,30,441,0.068
2021-08-09,MLD-02,Sabashahr Health Center,38,0,38,469,0.081
2021-08-09,MLD-03,Vahedieh Health Center,29,0,29,360,0.0806
2021-08-09,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,362,0.0525
2021-08-09,MLD-05,Chelab Rural Vaccination Center,17,0,17,242,0.0702
2021-08-10,MLD-01,Malard Central Health Center,26,0,26,503,0.0517
2021-08-10,MLD-02,Sabashahr Health Center,13,0,13,430,0.0302
2021-08-10,MLD-03,Vahedieh Health Center,24,0,24,367,0.0654
2021-08-10,MLD-04,Sadeghieh-e Malard Vaccination Center,24,0,24,336,0.0714
2021-08-10,MLD-05,Chelab Rural Vaccination Center,11,0,11,235,0.0468
2021-08-11,MLD-01,Malard Central Health Center,25,0,25,515,0.0485
2021-08-11,MLD-02,Sabashahr Health Center,28,0,28,376,0.0745
2021-08-11,MLD-03,Vahedieh Health Center,27,0,27,407,0.0663
2021-08-11,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,360,0.0556
2021-08-11,MLD-05,Chelab Rural Vaccination Center,17,0,17,256,0.0664
2021-08-12,MLD-01,Malard Central Health Center,37,0,37,409,0.0905
2021-08-12,MLD-02,Sabashahr Health Center,27,0,27,445,0.0607
2021-08-12,MLD-03,Vahedieh Health Center,21,0,21,333,0.0631
2021-08-12,MLD-04,Sadeghieh-e Malard Vaccination Center,26,0,26,306,0.085
2021-08-12,MLD-05,Chelab Rural Vaccination Center,8,0,8,225,0.0356
2021-08-13,MLD-01,Malard Central Health Center,21,0,21,222,0.0946
2021-08-13,MLD-02,Sabashahr Health Center,10,0,10,148,0.0676
2021-08-13,MLD-03,Vahedieh Health Center,10,0,10,144,0.0694
2021-08-13,MLD-04,Sadeghieh-e Malard Vaccination Center,12,0,12,126,0.0952
2021-08-13,MLD-05,Chelab Rural Vaccination Center,10,0,10,101,0.099
2021-08-14,MLD-01,Malard Central Health Center,17,0,17,551,0.0309
2021-08-14,MLD-02,Sabashahr Health Center,15,0,15,487,0.0308
2021-08-14,MLD-03,Vahedieh Health Center,41,0,41,417,0.0983
2021-08-14,MLD-04,Sadeghieh-e Malard Vaccination Center,26,0,26,386,0.0674
2021-08-14,MLD-05,Chelab Rural Vaccination Center,21,0,21,273,0.0769
2021-08-15,MLD-01,Malard Central Health Center,17,0,17,542,0.0314
2021-08-15,MLD-02,Sabashahr Health Center,28,0,28,436,0.0642
2021-08-15,MLD-03,Vahedieh Health Center,14,0,14,443,0.0316
2021-08-15,MLD-04,Sadeghieh-e Malard Vaccination Center,36,0,36,391,0.0921
2021-08-15,MLD-05,Chelab Rural Vaccination Center,18,0,18,330,0.0545
2021-08-16,MLD-01,Malard Central Health Center,17,0,17,570,0.0298
2021-08-16,MLD-02,Sabashahr Health Center,31,0,31,429,0.0723
2021-08-16,MLD-03,Vahedieh Health Center,25,0,25,392,0.0638
2021-08-16,MLD-04,Sadeghieh-e Malard Vaccination Center,32,0,32,446,0.0717
2021-08-16,MLD-05,Chelab Rural Vaccination Center,13,0,13,334,0.0389
2021-08-17,MLD-01,Malard Central Health Center,27,0,27,554,0.0487
2021-08-17,MLD-02,Sabashahr Health Center,26,0,26,473,0.055
2021-08-17,MLD-03,Vahedieh Health Center,25,0,25,427,0.0585
2021-08-17,MLD-04,Sadeghieh-e Malard Vaccination Center,12,0,12,397,0.0302
2021-08-17,MLD-05,Chelab Rural Vaccination Center,10,0,10,330,0.0303
2021-08-18,MLD-01,Malard Central Health Center,29,0,29,563,0.0515
2021-08-18,MLD-02,Sabashahr Health Center,26,0,26,546,0.0476
2021-08-18,MLD-03,Vahedieh Health Center,37,0,37,434,0.0853
2021-08-18,MLD-04,Sadeghieh-e Malard Vaccination Center,25,0,25,379,0.066
2021-08-18,MLD-05,Chelab Rural Vaccination Center,17,0,17,307,0.0554
2021-08-19,MLD-01,Malard Central Health Center,36,0,36,538,0.0669
2021-08-19,MLD-02,Sabashahr Health Center,31,0,31,431,0.0719
2021-08-19,MLD-03,Vahedieh Health Center,26,0,26,383,0.0679
2021-08-19,MLD-04,Sadeghieh-e Malard Vaccination Center,14,0,14,354,0.0395
2021-08-19,MLD-05,Chelab Rural Vaccination Center,14,0,14,260,0.0538
2021-08-20,MLD-01,Malard Central Health Center,13,0,13,221,0.0588
2021-08-20,MLD-02,Sabashahr Health Center,16,0,16,188,0.0851
2021-08-20,MLD-03,Vahedieh Health Center,14,0,14,151,0.0927
2021-08-20,MLD-04,Sadeghieh-e Malard Vaccination Center,14,0,14,163,0.0859
2021-08-20,MLD-05,Chelab Rural Vaccination Center,10,0,10,116,0.0862
2021-08-21,MLD-01,Malard Central Health Center,54,0,54,675,0.08
2021-08-21,MLD-02,Sabashahr Health Center,37,0,37,490,0.0755
2021-08-21,MLD-03,Vahedieh Health Center,27,0,27,457,0.0591
2021-08-21,MLD-04,Sadeghieh-e Malard Vaccination Center,48,0,48,513,0.0936
2021-08-21,MLD-05,Chelab Rural Vaccination Center,11,0,11,318,0.0346
2021-08-22,MLD-01,Malard Central Health Center,28,0,28,611,0.0458
2021-08-22,MLD-02,Sabashahr Health Center,22,0,22,581,0.0379
2021-08-22,MLD-03,Vahedieh Health Center,26,0,26,452,0.0575
2021-08-22,MLD-04,Sadeghieh-e Malard Vaccination Center,30,0,30,456,0.0658
2021-08-22,MLD-05,Chelab Rural Vaccination Center,13,0,13,323,0.0402
2021-08-23,MLD-01,Malard Central Health Center,44,0,44,638,0.069
2021-08-23,MLD-02,Sabashahr Health Center,30,0,30,543,0.0552
2021-08-23,MLD-03,Vahedieh Health Center,19,0,19,467,0.0407
2021-08-23,MLD-04,Sadeghieh-e Malard Vaccination Center,30,0,30,497,0.0604
2021-08-23,MLD-05,Chelab Rural Vaccination Center,16,0,16,345,0.0464
2021-08-24,MLD-01,Malard Central Health Center,44,0,44,680,0.0647
2021-08-24,MLD-02,Sabashahr Health Center,25,0,25,573,0.0436
2021-08-24,MLD-03,Vahedieh Health Center,27,0,27,468,0.0577
2021-08-24,MLD-04,Sadeghieh-e Malard Vaccination Center,31,0,31,458,0.0677
2021-08-24,MLD-05,Chelab Rural Vaccination Center,17,0,17,358,0.0475
2021-08-25,MLD-01,Malard Central Health Center,53,0,53,671,0.079
2021-08-25,MLD-02,Sabashahr Health Center,22,0,22,540,0.0407
2021-08-25,MLD-03,Vahedieh Health Center,37,0,37,545,0.0679
2021-08-25,MLD-04,Sadeghieh-e Malard Vaccination Center,24,0,24,418,0.0574
2021-08-25,MLD-05,Chelab Rural Vaccination Center,30,0,30,389,0.0771
2021-08-26,MLD-01,Malard Central Health Center,36,0,36,584,0.0616
2021-08-26,MLD-02,Sabashahr Health Center,22,0,22,502,0.0438
2021-08-26,MLD-03,Vahedieh Health Center,44,0,44,427,0.103
2021-08-26,MLD-04,Sadeghieh-e Malard Vaccination Center,31,0,31,453,0.0684
2021-08-26,MLD-05,Chelab Rural Vaccination Center,12,0,12,287,0.0418
2021-08-27,MLD-01,Malard Central Health Center,27,0,27,240,0.1125
2021-08-27,MLD-02,Sabashahr Health Center,12,0,12,228,0.0526
2021-08-27,MLD-03,Vahedieh Health Center,12,0,12,169,0.071
2021-08-27,MLD-04,Sadeghieh-e Malard Vaccination Center,14,0,14,177,0.0791
2021-08-27,MLD-05,Chelab Rural Vaccination Center,10,0,10,138,0.0725
2021-08-28,MLD-01,Malard Central Health Center,27,0,27,775,0.0348
2021-08-28,MLD-02,Sabashahr Health Center,33,0,33,583,0.0566
2021-08-28,MLD-03,Vahedieh Health Center,16,0,16,529,0.0302
2021-08-28,MLD-04,Sadeghieh-e Malard Vaccination Center,13,0,13,423,0.0307
2021-08-28,MLD-05,Chelab Rural Vaccination Center,18,0,18,314,0.0573
2021-08-29,MLD-01,Malard Central Health Center,27,0,27,651,0.0415
2021-08-29,MLD-02,Sabashahr Health Center,30,0,30,645,0.0465
2021-08-29,MLD-03,Vahedieh Health Center,38,0,38,571,0.0665
2021-08-29,MLD-04,Sadeghieh-e Malard Vaccination Center,15,0,15,499,0.0301
2021-08-29,MLD-05,Chelab Rural Vaccination Center,29,0,29,347,0.0836
2021-08-30,MLD-01,Malard Central Health Center,20,0,20,672,0.0298
2021-08-30,MLD-02,Sabashahr Health Center,20,0,20,674,0.0297
2021-08-30,MLD-03,Vahedieh Health Center,15,0,15,507,0.0296
2021-08-30,MLD-04,Sadeghieh-e Malard Vaccination Center,32,0,32,502,0.0637
2021-08-30,MLD-05,Chelab Rural Vaccination Center,12,0,12,355,0.0338
2021-08-31,MLD-01,Malard Central Health Center,66,0,66,707,0.0934
2021-08-31,MLD-02,Sabashahr Health Center,21,0,21,688,0.0305
2021-08-31,MLD-03,Vahedieh Health Center,52,0,52,544,0.0956
2021-08-31,MLD-04,Sadeghieh-e Malard Vaccination Center,38,0,38,492,0.0772
2021-08-31,MLD-05,Chelab Rural Vaccination Center,13,0,13,397,0.0327
2021-09-01,MLD-01,Malard Central Health Center,27,0,27,770,0.0351
2021-09-01,MLD-02,Sabashahr Health Center,36,0,36,659,0.0546
2021-09-01,MLD-03,Vahedieh Health Center,43,0,43,555,0.0775
2021-09-01,MLD-04,Sadeghieh-e Malard Vaccination Center,31,0,31,460,0.0674
2021-09-01,MLD-05,Chelab Rural Vaccination Center,26,0,26,375,0.0693
2021-09-02,MLD-01,Malard Central Health Center,27,0,27,614,0.044
2021-09-02,MLD-02,Sabashahr Health Center,60,0,60,572,0.1049
2021-09-02,MLD-03,Vahedieh Health Center,14,0,14,480,0.0292
2021-09-02,MLD-04,Sadeghieh-e Malard Vaccination Center,22,0,22,385,0.0571
2021-09-02,MLD-05,Chelab Rural Vaccination Center,10,0,10,306,0.0327
2021-09-03,MLD-01,Malard Central Health Center,27,0,27,248,0.1089
2021-09-03,MLD-02,Sabashahr Health Center,22,0,22,250,0.088
2021-09-03,MLD-03,Vahedieh Health Center,12,0,12,183,0.0656
2021-09-03,MLD-04,Sadeghieh-e Malard Vaccination Center,15,0,15,194,0.0773
2021-09-03,MLD-05,Chelab Rural Vaccination Center,9,0,9,126,0.0714
2021-09-04,MLD-01,Malard Central Health Center,37,0,37,797,0.0464
2021-09-04,MLD-02,Sabashahr Health Center,28,0,28,579,0.0484
2021-09-04,MLD-03,Vahedieh Health Center,23,0,23,509,0.0452
2021-09-04,MLD-04,Sadeghieh-e Malard Vaccination Center,23,0,23,532,0.0432
2021-09-04,MLD-05,Chelab Rural Vaccination Center,18,0,18,326,0.0552
2021-09-05,MLD-01,Malard Central Health Center,50,0,50,805,0.0621
2021-09-05,MLD-02,Sabashahr Health Center,34,0,34,649,0.0524
2021-09-05,MLD-03,Vahedieh Health Center,21,0,21,483,0.0435
2021-09-05,MLD-04,Sadeghieh-e Malard Vaccination Center,28,0,28,507,0.0552
2021-09-05,MLD-05,Chelab Rural Vaccination Center,21,0,21,373,0.0563
2021-09-06,MLD-01,Malard Central Health Center,21,0,21,689,0.0305
2021-09-06,MLD-02,Sabashahr Health Center,48,31,79,664,0.119
2021-09-06,MLD-03,Vahedieh Health Center,38,0,38,601,0.0632
2021-09-06,MLD-04,Sadeghieh-e Malard Vaccination Center,22,0,22,517,0.0426
2021-09-06,MLD-05,Chelab Rural Vaccination Center,14,0,14,388,0.0361
2021-09-07,MLD-01,Malard Central Health Center,44,0,44,700,0.0629
2021-09-07,MLD-02,Sabashahr Health Center,24,0,24,642,0.0374
2021-09-07,MLD-03,Vahedieh Health Center,45,0,45,640,0.0703
2021-09-07,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,553,0.0307
2021-09-07,MLD-05,Chelab Rural Vaccination Center,19,0,19,334,0.0569
2021-09-08,MLD-01,Malard Central Health Center,40,0,40,809,0.0494
2021-09-08,MLD-02,Sabashahr Health Center,31,0,31,634,0.0489
2021-09-08,MLD-03,Vahedieh Health Center,38,0,38,483,0.0787
2021-09-08,MLD-04,Sadeghieh-e Malard Vaccination Center,15,0,15,515,0.0291
2021-09-08,MLD-05,Chelab Rural Vaccination Center,16,0,16,430,0.0372
2021-09-09,MLD-01,Malard Central Health Center,39,0,39,702,0.0556
2021-09-09,MLD-02,Sabashahr Health Center,18,0,18,493,0.0365
2021-09-09,MLD-03,Vahedieh Health Center,30,0,30,459,0.0654
2021-09-09,MLD-04,Sadeghieh-e Malard Vaccination Center,14,0,14,435,0.0322
2021-09-09,MLD-05,Chelab Rural Vaccination Center,27,0,27,390,0.0692
2021-09-10,MLD-01,Malard Central Health Center,22,0,22,293,0.0751
2021-09-10,MLD-02,Sabashahr Health Center,20,0,20,240,0.0833
2021-09-10,MLD-03,Vahedieh Health Center,11,0,11,197,0.0558
2021-09-10,MLD-04,Sadeghieh-e Malard Vaccination Center,11,0,11,175,0.0629
2021-09-10,MLD-05,Chelab Rural Vaccination Center,11,0,11,142,0.0775
2021-09-11,MLD-01,Malard Central Health Center,82,0,82,827,0.0992
2021-09-11,MLD-02,Sabashahr Health Center,44,0,44,713,0.0617
2021-09-11,MLD-03,Vahedieh Health Center,15,0,15,509,0.0295
2021-09-11,MLD-04,Sadeghieh-e Malard Vaccination Center,18,0,18,477,0.0377
2021-09-11,MLD-05,Chelab Rural Vaccination Center,13,0,13,439,0.0296
2021-09-12,MLD-01,Malard Central Health Center,31,0,31,731,0.0424
2021-09-12,MLD-02,Sabashahr Health Center,41,0,41,735,0.0558
2021-09-12,MLD-03,Vahedieh Health Center,40,0,40,543,0.0737
2021-09-12,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,503,0.0338
2021-09-12,MLD-05,Chelab Rural Vaccination Center,13,0,13,445,0.0292
2021-09-13,MLD-01,Malard Central Health Center,48,0,48,866,0.0554
2021-09-13,MLD-02,Sabashahr Health Center,25,0,25,630,0.0397
2021-09-13,MLD-03,Vahedieh Health Center,16,0,16,538,0.0297
2021-09-13,MLD-04,Sadeghieh-e Malard Vaccination Center,18,0,18,480,0.0375
2021-09-13,MLD-05,Chelab Rural Vaccination Center,19,0,19,449,0.0423
2021-09-14,MLD-01,Malard Central Health Center,48,0,48,889,0.054
2021-09-14,MLD-02,Sabashahr Health Center,33,0,33,654,0.0505
2021-09-14,MLD-03,Vahedieh Health Center,23,0,23,603,0.0381
2021-09-14,MLD-04,Sadeghieh-e Malard Vaccination Center,29,0,29,565,0.0513
2021-09-14,MLD-05,Chelab Rural Vaccination Center,31,0,31,381,0.0814
2021-09-15,MLD-01,Malard Central Health Center,79,0,79,856,0.0923
2021-09-15,MLD-02,Sabashahr Health Center,45,0,45,586,0.0768
2021-09-15,MLD-03,Vahedieh Health Center,31,0,31,683,0.0454
2021-09-15,MLD-04,Sadeghieh-e Malard Vaccination Center,30,0,30,557,0.0539
2021-09-15,MLD-05,Chelab Rural Vaccination Center,14,0,14,432,0.0324
2021-09-16,MLD-01,Malard Central Health Center,55,0,55,696,0.079
2021-09-16,MLD-02,Sabashahr Health Center,17,0,17,559,0.0304
2021-09-16,MLD-03,Vahedieh Health Center,14,0,14,479,0.0292
2021-09-16,MLD-04,Sadeghieh-e Malard Vaccination Center,25,0,25,543,0.046
2021-09-16,MLD-05,Chelab Rural Vaccination Center,28,0,28,315,0.0889
2021-09-17,MLD-01,Malard Central Health Center,8,0,8,277,0.0289
2021-09-17,MLD-02,Sabashahr Health Center,12,0,12,231,0.0519
2021-09-17,MLD-03,Vahedieh Health Center,12,0,12,207,0.058
2021-09-17,MLD-04,Sadeghieh-e Malard Vaccination Center,25,0,25,228,0.1096
2021-09-17,MLD-05,Chelab Rural Vaccination Center,11,0,11,144,0.0764
2021-09-18,MLD-01,Malard Central Health Center,32,0,32,839,0.0381
2021-09-18,MLD-02,Sabashahr Health Center,20,0,20,654,0.0306
2021-09-18,MLD-03,Vahedieh Health Center,29,0,29,619,0.0468
2021-09-18,MLD-04,Sadeghieh-e Malard Vaccination Center,37,0,37,566,0.0654
2021-09-18,MLD-05,Chelab Rural Vaccination Center,12,0,12,362,0.0331
2021-09-19,MLD-01,Malard Central Health Center,42,0,42,829,0.0507
2021-09-19,MLD-02,Sabashahr Health Center,23,0,23,754,0.0305
2021-09-19,MLD-03,Vahedieh Health Center,19,0,19,556,0.0342
2021-09-19,MLD-04,Sadeghieh-e Malard Vaccination Center,24,0,24,441,0.0544
2021-09-19,MLD-05,Chelab Rural Vaccination Center,41,0,41,436,0.094
2021-09-20,MLD-01,Malard Central Health Center,69,0,69,889,0.0776
2021-09-20,MLD-02,Sabashahr Health Center,26,0,26,611,0.0426
2021-09-20,MLD-03,Vahedieh Health Center,50,0,50,615,0.0813
2021-09-20,MLD-04,Sadeghieh-e Malard Vaccination Center,23,0,23,534,0.0431
2021-09-20,MLD-05,Chelab Rural Vaccination Center,12,0,12,391,0.0307
2021-09-21,MLD-01,Malard Central Health Center,38,0,38,802,0.0474
2021-09-21,MLD-02,Sabashahr Health Center,52,0,52,752,0.0691
2021-09-21,MLD-03,Vahedieh Health Center,15,0,15,502,0.0299
2021-09-21,MLD-04,Sadeghieh-e Malard Vaccination Center,18,0,18,592,0.0304
2021-09-21,MLD-05,Chelab Rural Vaccination Center,24,0,24,453,0.053
2021-09-22,MLD-01,Malard Central Health Center,47,0,47,832,0.0565
2021-09-22,MLD-02,Sabashahr Health Center,48,0,48,729,0.0658
2021-09-22,MLD-03,Vahedieh Health Center,19,0,19,548,0.0347
2021-09-22,MLD-04,Sadeghieh-e Malard Vaccination Center,18,0,18,596,0.0302
2021-09-22,MLD-05,Chelab Rural Vaccination Center,14,0,14,390,0.0359
2021-09-23,MLD-01,Malard Central Health Center,24,13,37,656,0.0564
2021-09-23,MLD-02,Sabashahr Health Center,21,0,21,582,0.0361
2021-09-23,MLD-03,Vahedieh Health Center,17,0,17,466,0.0365
2021-09-23,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,489,0.0429
2021-09-23,MLD-05,Chelab Rural Vaccination Center,14,0,14,397,0.0353
2021-09-24,MLD-01,Malard Central Health Center,22,0,22,305,0.0721
2021-09-24,MLD-02,Sabashahr Health Center,15,0,15,258,0.0581
2021-09-24,MLD-03,Vahedieh Health Center,15,0,15,205,0.0732
2021-09-24,MLD-04,Sadeghieh-e Malard Vaccination Center,16,0,16,209,0.0766
2021-09-24,MLD-05,Chelab Rural Vaccination Center,12,0,12,157,0.0764
2021-09-25,MLD-01,Malard Central Health Center,75,17,92,940,0.0979
2021-09-25,MLD-02,Sabashahr Health Center,35,0,35,709,0.0494
2021-09-25,MLD-03,Vahedieh Health Center,21,0,21,604,0.0348
2021-09-25,MLD-04,Sadeghieh-e Malard Vaccination Center,25,0,25,519,0.0482
2021-09-25,MLD-05,Chelab Rural Vaccination Center,13,0,13,411,0.0316
2021-09-26,MLD-01,Malard Central Health Center,44,0,44,811,0.0543
2021-09-26,MLD-02,Sabashahr Health Center,22,0,22,723,0.0304
2021-09-26,MLD-03,Vahedieh Health Center,19,0,19,634,0.03
2021-09-26,MLD-04,Sadeghieh-e Malard Vaccination Center,32,0,32,633,0.0506
2021-09-26,MLD-05,Chelab Rural Vaccination Center,29,0,29,454,0.0639
2021-09-27,MLD-01,Malard Central Health Center,31,0,31,807,0.0384
2021-09-27,MLD-02,Sabashahr Health Center,58,0,58,878,0.0661
2021-09-27,MLD-03,Vahedieh Health Center,27,0,27,596,0.0453
2021-09-27,MLD-04,Sadeghieh-e Malard Vaccination Center,34,0,34,587,0.0579
2021-09-27,MLD-05,Chelab Rural Vaccination Center,13,0,13,406,0.032
2021-09-28,MLD-01,Malard Central Health Center,27,0,27,803,0.0336
2021-09-28,MLD-02,Sabashahr Health Center,24,0,24,668,0.0359
2021-09-28,MLD-03,Vahedieh Health Center,21,0,21,712,0.0295
2021-09-28,MLD-04,Sadeghieh-e Malard Vaccination Center,37,0,37,614,0.0603
2021-09-28,MLD-05,Chelab Rural Vaccination Center,21,0,21,513,0.0409
2021-09-29,MLD-01,Malard Central Health Center,43,0,43,776,0.0554
2021-09-29,MLD-02,Sabashahr Health Center,23,0,23,759,0.0303
2021-09-29,MLD-03,Vahedieh Health Center,21,0,21,656,0.032
2021-09-29,MLD-04,Sadeghieh-e Malard Vaccination Center,32,0,32,643,0.0498
2021-09-29,MLD-05,Chelab Rural Vaccination Center,41,0,41,509,0.0806
2021-09-30,MLD-01,Malard Central Health Center,27,0,27,745,0.0362
2021-09-30,MLD-02,Sabashahr Health Center,19,0,19,648,0.0293
2021-09-30,MLD-03,Vahedieh Health Center,30,0,30,541,0.0555
2021-09-30,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,533,0.0394
2021-09-30,MLD-05,Chelab Rural Vaccination Center,17,0,17,374,0.0455
2021-10-01,MLD-01,Malard Central Health Center,24,0,24,323,0.0743
2021-10-01,MLD-02,Sabashahr Health Center,22,0,22,275,0.08
2021-10-01,MLD-03,Vahedieh Health Center,13,21,34,239,0.1423
2021-10-01,MLD-04,Sadeghieh-e Malard Vaccination Center,25,0,25,230,0.1087
2021-10-01,MLD-05,Chelab Rural Vaccination Center,16,0,16,179,0.0894
2021-10-02,MLD-01,Malard Central Health Center,38,0,38,809,0.047
2021-10-02,MLD-02,Sabashahr Health Center,23,0,23,774,0.0297
2021-10-02,MLD-03,Vahedieh Health Center,20,0,20,670,0.0299
2021-10-02,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,676,0.0296
2021-10-02,MLD-05,Chelab Rural Vaccination Center,15,0,15,408,0.0368
2021-10-03,MLD-01,Malard Central Health Center,26,0,26,870,0.0299
2021-10-03,MLD-02,Sabashahr Health Center,47,0,47,805,0.0584
2021-10-03,MLD-03,Vahedieh Health Center,43,0,43,695,0.0619
2021-10-03,MLD-04,Sadeghieh-e Malard Vaccination Center,18,0,18,609,0.0296
2021-10-03,MLD-05,Chelab Rural Vaccination Center,36,0,36,432,0.0833
2021-10-04,MLD-01,Malard Central Health Center,57,0,57,960,0.0594
2021-10-04,MLD-02,Sabashahr Health Center,41,0,41,774,0.053
2021-10-04,MLD-03,Vahedieh Health Center,25,0,25,682,0.0367
2021-10-04,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,571,0.0298
2021-10-04,MLD-05,Chelab Rural Vaccination Center,13,0,13,435,0.0299
2021-10-05,MLD-01,Malard Central Health Center,24,0,24,807,0.0297
2021-10-05,MLD-02,Sabashahr Health Center,24,0,24,789,0.0304
2021-10-05,MLD-03,Vahedieh Health Center,33,0,33,696,0.0474
2021-10-05,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,642,0.0296
2021-10-05,MLD-05,Chelab Rural Vaccination Center,21,0,21,474,0.0443
2021-10-06,MLD-01,Malard Central Health Center,27,0,27,903,0.0299
2021-10-06,MLD-02,Sabashahr Health Center,35,0,35,691,0.0507
2021-10-06,MLD-03,Vahedieh Health Center,43,0,43,657,0.0654
2021-10-06,MLD-04,Sadeghieh-e Malard Vaccination Center,29,0,29,688,0.0422
2021-10-06,MLD-05,Chelab Rural Vaccination Center,31,0,31,527,0.0588
2021-10-07,MLD-01,Malard Central Health Center,42,0,42,792,0.053
2021-10-07,MLD-02,Sabashahr Health Center,32,0,32,640,0.05
2021-10-07,MLD-03,Vahedieh Health Center,23,0,23,524,0.0439
2021-10-07,MLD-04,Sadeghieh-e Malard Vaccination Center,38,0,38,585,0.065
2021-10-07,MLD-05,Chelab Rural Vaccination Center,23,0,23,414,0.0556
2021-10-08,MLD-01,Malard Central Health Center,25,0,25,310,0.0806
2021-10-08,MLD-02,Sabashahr Health Center,24,0,24,272,0.0882
2021-10-08,MLD-03,Vahedieh Health Center,13,0,13,262,0.0496
2021-10-08,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,241,0.0788
2021-10-08,MLD-05,Chelab Rural Vaccination Center,19,0,19,171,0.1111
2021-10-09,MLD-01,Malard Central Health Center,39,0,39,1067,0.0366
2021-10-09,MLD-02,Sabashahr Health Center,42,0,42,731,0.0575
2021-10-09,MLD-03,Vahedieh Health Center,24,0,24,636,0.0377
2021-10-09,MLD-04,Sadeghieh-e Malard Vaccination Center,36,0,36,647,0.0556
2021-10-09,MLD-05,Chelab Rural Vaccination Center,15,0,15,444,0.0338
2021-10-10,MLD-01,Malard Central Health Center,56,0,56,969,0.0578
2021-10-10,MLD-02,Sabashahr Health Center,22,0,22,734,0.03
