date,center_id,center_name,total_doses_administered,appointments_scheduled,doses_via_appointment,doses_via_walkin,no_shows,no_show_rate
2021-07-28,MLD-02,Sabashahr Health Center,289,113,104,185,9,0.0796
2021-07-28,MLD-03,Vahedieh Health Center,251,139,114,137,25,0.1799
2021-07-28,MLD-04,Sadeghieh-e Malard Vaccination Center,226,92,78,148,14,0.1522
2021-07-28,MLD-05,Chelab Rural Vaccination Center,175,91,82,93,9,0.0989
2021-07-29,MLD-01,Malard Central Health Center,293,132,111,182,21,0.1591
2021-07-29,MLD-02,Sabashahr Health Center,230,105,89,141,16,0.1524
2021-07-29,MLD-03,Vahedieh Health Center,209,92,77,132,15,0.163
2021-07-29,MLD-04,Sadeghieh-e Malard Vaccination Center,207,115,97,110,18,0.1565
2021-07-29,MLD-05,Chelab Rural Vaccination Center,163,99,85,78,14,0.1414
2021-07-30,MLD-01,Malard Central Health Center,126,60,54,72,6,0.1
2021-07-30,MLD-02,Sabashahr Health Center,98,43,38,60,5,0.1163
2021-07-30,MLD-03,Vahedieh Health Center,91,52,46,45,6,0.1154
2021-07-30,MLD-04,Sadeghieh-e Malard Vaccination Center,94,45,39,55,6,0.1333
2021-07-30,MLD-05,Chelab Rural Vaccination Center,58,26,22,36,4,0.1538
2021-07-31,MLD-01,Malard Central Health Center,367,179,163,204,16,0.0894
2021-07-31,MLD-02,Sabashahr Health Center,336,148,128,208,20,0.1351
2021-07-31,MLD-03,Vahedieh Health Center,241,103,92,149,11,0.1068
2021-07-31,MLD-04,Sadeghieh-e Malard Vaccination Center,247,124,113,134,11,0.0887
2021-07-31,MLD-05,Chelab Rural Vaccination Center,215,95,83,132,12,0.1263
2021-08-01,MLD-01,Malard Central Health Center,382,172,154,228,18,0.1047
2021-08-01,MLD-02,Sabashahr Health Center,366,187,171,195,16,0.0856
2021-08-01,MLD-03,Vahedieh Health Center,264,130,114,150,16,0.1231
2021-08-01,MLD-04,Sadeghieh-e Malard Vaccination Center,267,130,106,161,24,0.1846
2021-08-01,MLD-05,Chelab Rural Vaccination Center,152,65,57,95,8,0.1231
2021-08-02,MLD-01,Malard Central Health Center,375,160,145,230,15,0.0938
2021-08-02,MLD-02,Sabashahr Health Center,316,160,140,176,20,0.125
2021-08-02,MLD-03,Vahedieh Health Center,282,149,134,148,15,0.1007
2021-08-02,MLD-04,Sadeghieh-e Malard Vaccination Center,274,137,132,142,5,0.0365
2021-08-02,MLD-05,Chelab Rural Vaccination Center,229,101,90,139,11,0.1089
2021-08-03,MLD-01,Malard Central Health Center,354,185,164,190,21,0.1135
2021-08-03,MLD-02,Sabashahr Health Center,351,172,155,196,17,0.0988
2021-08-03,MLD-03,Vahedieh Health Center,309,163,142,167,21,0.1288
2021-08-03,MLD-04,Sadeghieh-e Malard Vaccination Center,283,110,94,189,16,0.1455
2021-08-03,MLD-05,Chelab Rural Vaccination Center,213,98,89,124,9,0.0918
2021-08-04,MLD-01,Malard Central Health Center,406,189,171,235,18,0.0952
2021-08-04,MLD-02,Sabashahr Health Center,344,160,140,204,20,0.125
2021-08-04,MLD-03,Vahedieh Health Center,307,139,121,186,18,0.1295
2021-08-04,MLD-04,Sadeghieh-e Malard Vaccination Center,285,164,151,134,13,0.0793
2021-08-04,MLD-05,Chelab Rural Vaccination Center,207,107,96,111,11,0.1028
2021-08-05,MLD-01,Malard Central Health Center,383,186,155,228,31,0.1667
2021-08-05,MLD-02,Sabashahr Health Center,294,130,108,186,22,0.1692
2021-08-05,MLD-03,Vahedieh Health Center,288,166,140,148,26,0.1566
2021-08-05,MLD-04,Sadeghieh-e Malard Vaccination Center,219,86,77,142,9,0.1047
2021-08-05,MLD-05,Chelab Rural Vaccination Center,169,70,61,108,9,0.1286
2021-08-06,MLD-01,Malard Central Health Center,147,65,61,86,4,0.0615
2021-08-06,MLD-02,Sabashahr Health Center,133,76,65,68,11,0.1447
2021-08-06,MLD-03,Vahedieh Health Center,100,48,41,59,7,0.1458
2021-08-06,MLD-04,Sadeghieh-e Malard Vaccination Center,110,63,59,51,4,0.0635
2021-08-06,MLD-05,Chelab Rural Vaccination Center,75,39,35,40,4,0.1026
2021-08-07,MLD-01,Malard Central Health Center,375,183,155,220,28,0.153
2021-08-07,MLD-02,Sabashahr Health Center,428,199,179,249,20,0.1005
2021-08-07,MLD-03,Vahedieh Health Center,351,152,131,220,21,0.1382
2021-08-07,MLD-04,Sadeghieh-e Malard Vaccination Center,270,141,131,139,10,0.0709
2021-08-07,MLD-05,Chelab Rural Vaccination Center,225,104,90,135,14,0.1346
2021-08-08,MLD-01,Malard Central Health Center,459,261,231,228,30,0.1149
2021-08-08,MLD-02,Sabashahr Health Center,343,183,170,173,13,0.071
2021-08-08,MLD-03,Vahedieh Health Center,327,171,151,176,20,0.117
2021-08-08,MLD-04,Sadeghieh-e Malard Vaccination Center,344,128,113,231,15,0.1172
2021-08-08,MLD-05,Chelab Rural Vaccination Center,224,127,108,116,19,0.1496
2021-08-09,MLD-01,Malard Central Health Center,411,198,173,238,25,0.1263
2021-08-09,MLD-02,Sabashahr Health Center,431,245,218,213,27,0.1102
2021-08-09,MLD-03,Vahedieh Health Center,331,159,145,186,14,0.0881
2021-08-09,MLD-04,Sadeghieh-e Malard Vaccination Center,343,189,165,178,24,0.127
2021-08-09,MLD-05,Chelab Rural Vaccination Center,225,111,98,127,13,0.1171
2021-08-10,MLD-01,Malard Central Health Center,477,254,217,260,37,0.1457
2021-08-10,MLD-02,Sabashahr Health Center,417,202,175,242,27,0.1337
2021-08-10,MLD-03,Vahedieh Health Center,343,168,147,196,21,0.125
2021-08-10,MLD-04,Sadeghieh-e Malard Vaccination Center,312,170,156,156,14,0.0824
2021-08-10,MLD-05,Chelab Rural Vaccination Center,224,108,92,132,16,0.1481
2021-08-11,MLD-01,Malard Central Health Center,490,228,197,293,31,0.136
2021-08-11,MLD-02,Sabashahr Health Center,348,206,181,167,25,0.1214
2021-08-11,MLD-03,Vahedieh Health Center,380,210,179,201,31,0.1476
2021-08-11,MLD-04,Sadeghieh-e Malard Vaccination Center,340,162,145,195,17,0.1049
2021-08-11,MLD-05,Chelab Rural Vaccination Center,239,120,104,135,16,0.1333
2021-08-12,MLD-01,Malard Central Health Center,372,206,176,196,30,0.1456
2021-08-12,MLD-02,Sabashahr Health Center,418,218,177,241,41,0.1881
2021-08-12,MLD-03,Vahedieh Health Center,312,190,152,160,38,0.2
2021-08-12,MLD-04,Sadeghieh-e Malard Vaccination Center,280,182,152,128,30,0.1648
2021-08-12,MLD-05,Chelab Rural Vaccination Center,217,90,81,136,9,0.1
2021-08-13,MLD-01,Malard Central Health Center,201,96,87,114,9,0.0938
2021-08-13,MLD-02,Sabashahr Health Center,138,59,52,86,7,0.1186
2021-08-13,MLD-03,Vahedieh Health Center,134,87,74,60,13,0.1494
2021-08-13,MLD-04,Sadeghieh-e Malard Vaccination Center,114,60,54,60,6,0.1
2021-08-13,MLD-05,Chelab Rural Vaccination Center,91,32,29,62,3,0.0938
2021-08-14,MLD-01,Malard Central Health Center,534,231,214,320,17,0.0736
2021-08-14,MLD-02,Sabashahr Health Center,472,214,194,278,20,0.0935
2021-08-14,MLD-03,Vahedieh Health Center,376,166,149,227,17,0.1024
2021-08-14,MLD-04,Sadeghieh-e Malard Vaccination Center,360,156,139,221,17,0.109
2021-08-14,MLD-05,Chelab Rural Vaccination Center,252,100,91,161,9,0.09
2021-08-15,MLD-01,Malard Central Health Center,525,239,214,311,25,0.1046
2021-08-15,MLD-02,Sabashahr Health Center,408,230,202,206,28,0.1217
2021-08-15,MLD-03,Vahedieh Health Center,429,147,133,296,14,0.0952
2021-08-15,MLD-04,Sadeghieh-e Malard Vaccination Center,355,230,201,154,29,0.1261
2021-08-15,MLD-05,Chelab Rural Vaccination Center,312,151,135,177,16,0.106
2021-08-16,MLD-01,Malard Central Health Center,553,329,280,273,49,0.1489
2021-08-16,MLD-02,Sabashahr Health Center,398,208,186,212,22,0.1058
2021-08-16,MLD-03,Vahedieh Health Center,367,168,150,217,18,0.1071
2021-08-16,MLD-04,Sadeghieh-e Malard Vaccination Center,414,182,161,253,21,0.1154
2021-08-16,MLD-05,Chelab Rural Vaccination Center,321,152,140,181,12,0.0789
2021-08-17,MLD-01,Malard Central Health Center,527,226,207,320,19,0.0841
2021-08-17,MLD-02,Sabashahr Health Center,447,237,211,236,26,0.1097
2021-08-17,MLD-03,Vahedieh Health Center,402,230,205,197,25,0.1087
2021-08-17,MLD-04,Sadeghieh-e Malard Vaccination Center,385,189,176,209,13,0.0688
2021-08-17,MLD-05,Chelab Rural Vaccination Center,320,130,116,204,14,0.1077
2021-08-18,MLD-01,Malard Central Health Center,534,294,262,272,32,0.1088
2021-08-18,MLD-02,Sabashahr Health Center,520,283,246,274,37,0.1307
2021-08-18,MLD-03,Vahedieh Health Center,397,172,152,245,20,0.1163
2021-08-18,MLD-04,Sadeghieh-e Malard Vaccination Center,354,170,154,200,16,0.0941
2021-08-18,MLD-05,Chelab Rural Vaccination Center,290,159,132,158,27,0.1698
2021-08-19,MLD-01,Malard Central Health Center,502,317,265,237,52,0.164
2021-08-19,MLD-02,Sabashahr Health Center,400,187,170,230,17,0.0909
2021-08-19,MLD-03,Vahedieh Health Center,357,226,199,158,27,0.1195
2021-08-19,MLD-04,Sadeghieh-e Malard Vaccination Center,340,160,137,203,23,0.1438
2021-08-19,MLD-05,Chelab Rural Vaccination Center,246,164,136,110,28,0.1707
2021-08-20,MLD-01,Malard Central Health Center,208,100,96,112,4,0.04
2021-08-20,MLD-02,Sabashahr Health Center,172,91,79,93,12,0.1319
2021-08-20,MLD-03,Vahedieh Health Center,137,78,70,67,8,0.1026
2021-08-20,MLD-04,Sadeghieh-e Malard Vaccination Center,149,70,63,86,7,0.1
2021-08-20,MLD-05,Chelab Rural Vaccination Center,106,58,51,55,7,0.1207
2021-08-21,MLD-01,Malard Central Health Center,621,321,275,346,46,0.1433
2021-08-21,MLD-02,Sabashahr Health Center,453,266,222,231,44,0.1654
2021-08-21,MLD-03,Vahedieh Health Center,430,197,176,254,21,0.1066
2021-08-21,MLD-04,Sadeghieh-e Malard Vaccination Center,465,223,205,260,18,0.0807
2021-08-21,MLD-05,Chelab Rural Vaccination Center,307,177,163,144,14,0.0791
2021-08-22,MLD-01,Malard Central Health Center,583,242,213,370,29,0.1198
2021-08-22,MLD-02,Sabashahr Health Center,559,318,281,278,37,0.1164
2021-08-22,MLD-03,Vahedieh Health Center,426,204,180,246,24,0.1176
2021-08-22,MLD-04,Sadeghieh-e Malard Vaccination Center,426,272,242,184,30,0.1103
2021-08-22,MLD-05,Chelab Rural Vaccination Center,310,151,141,169,10,0.0662
2021-08-23,MLD-01,Malard Central Health Center,594,350,306,288,44,0.1257
2021-08-23,MLD-02,Sabashahr Health Center,513,292,242,271,50,0.1712
2021-08-23,MLD-03,Vahedieh Health Center,448,265,218,230,47,0.1774
2021-08-23,MLD-04,Sadeghieh-e Malard Vaccination Center,467,238,222,245,16,0.0672
2021-08-23,MLD-05,Chelab Rural Vaccination Center,329,144,126,203,18,0.125
2021-08-24,MLD-01,Malard Central Health Center,636,315,290,346,25,0.0794
2021-08-24,MLD-02,Sabashahr Health Center,548,285,253,295,32,0.1123
2021-08-24,MLD-03,Vahedieh Health Center,441,242,218,223,24,0.0992
2021-08-24,MLD-04,Sadeghieh-e Malard Vaccination Center,427,249,215,212,34,0.1365
2021-08-24,MLD-05,Chelab Rural Vaccination Center,341,190,173,168,17,0.0895
2021-08-25,MLD-01,Malard Central Health Center,618,288,252,366,36,0.125
2021-08-25,MLD-02,Sabashahr Health Center,518,227,210,308,17,0.0749
2021-08-25,MLD-03,Vahedieh Health Center,508,253,224,284,29,0.1146
2021-08-25,MLD-04,Sadeghieh-e Malard Vaccination Center,394,190,171,223,19,0.1
2021-08-25,MLD-05,Chelab Rural Vaccination Center,359,188,163,196,25,0.133
2021-08-26,MLD-01,Malard Central Health Center,548,312,257,291,55,0.1763
2021-08-26,MLD-02,Sabashahr Health Center,480,260,210,270,50,0.1923
2021-08-26,MLD-03,Vahedieh Health Center,383,191,166,217,25,0.1309
2021-08-26,MLD-04,Sadeghieh-e Malard Vaccination Center,422,245,190,232,55,0.2245
2021-08-26,MLD-05,Chelab Rural Vaccination Center,275,174,141,134,33,0.1897
2021-08-27,MLD-01,Malard Central Health Center,213,114,98,115,16,0.1404
2021-08-27,MLD-02,Sabashahr Health Center,216,121,113,103,8,0.0661
2021-08-27,MLD-03,Vahedieh Health Center,157,100,86,71,14,0.14
2021-08-27,MLD-04,Sadeghieh-e Malard Vaccination Center,163,91,78,85,13,0.1429
2021-08-27,MLD-05,Chelab Rural Vaccination Center,128,70,62,66,8,0.1143
2021-08-28,MLD-01,Malard Central Health Center,748,314,298,450,16,0.051
2021-08-28,MLD-02,Sabashahr Health Center,550,267,238,312,29,0.1086
2021-08-28,MLD-03,Vahedieh Health Center,513,233,222,291,11,0.0472
2021-08-28,MLD-04,Sadeghieh-e Malard Vaccination Center,410,237,208,202,29,0.1224
2021-08-28,MLD-05,Chelab Rural Vaccination Center,296,162,143,153,19,0.1173
2021-08-29,MLD-01,Malard Central Health Center,624,336,299,325,37,0.1101
2021-08-29,MLD-02,Sabashahr Health Center,615,329,287,328,42,0.1277
2021-08-29,MLD-03,Vahedieh Health Center,533,292,254,279,38,0.1301
2021-08-29,MLD-04,Sadeghieh-e Malard Vaccination Center,484,233,216,268,17,0.073
2021-08-29,MLD-05,Chelab Rural Vaccination Center,318,192,169,149,23,0.1198
2021-08-30,MLD-01,Malard Central Health Center,652,324,275,377,49,0.1512
2021-08-30,MLD-02,Sabashahr Health Center,654,355,319,335,36,0.1014
2021-08-30,MLD-03,Vahedieh Health Center,492,250,219,273,31,0.124
2021-08-30,MLD-04,Sadeghieh-e Malard Vaccination Center,470,230,206,264,24,0.1043
2021-08-30,MLD-05,Chelab Rural Vaccination Center,343,176,155,188,21,0.1193
2021-08-31,MLD-01,Malard Central Health Center,641,313,279,362,34,0.1086
2021-08-31,MLD-02,Sabashahr Health Center,667,389,354,313,35,0.09
2021-08-31,MLD-03,Vahedieh Health Center,492,251,211,281,40,0.1594
2021-08-31,MLD-04,Sadeghieh-e Malard Vaccination Center,454,258,228,226,30,0.1163
2021-08-31,MLD-05,Chelab Rural Vaccination Center,384,199,180,204,19,0.0955
2021-09-01,MLD-01,Malard Central Health Center,743,384,346,397,38,0.099
2021-09-01,MLD-02,Sabashahr Health Center,623,346,313,310,33,0.0954
2021-09-01,MLD-03,Vahedieh Health Center,512,265,230,282,35,0.1321
2021-09-01,MLD-04,Sadeghieh-e Malard Vaccination Center,429,223,202,227,21,0.0942
2021-09-01,MLD-05,Chelab Rural Vaccination Center,349,175,157,192,18,0.1029
2021-09-02,MLD-01,Malard Central Health Center,587,300,231,356,69,0.23
2021-09-02,MLD-02,Sabashahr Health Center,512,235,195,317,40,0.1702
2021-09-02,MLD-03,Vahedieh Health Center,466,221,192,274,29,0.1312
2021-09-02,MLD-04,Sadeghieh-e Malard Vaccination Center,363,208,172,191,36,0.1731
2021-09-02,MLD-05,Chelab Rural Vaccination Center,296,180,156,140,24,0.1333
2021-09-03,MLD-01,Malard Central Health Center,221,137,118,103,19,0.1387
2021-09-03,MLD-02,Sabashahr Health Center,228,135,124,104,11,0.0815
2021-09-03,MLD-03,Vahedieh Health Center,171,92,83,88,9,0.0978
2021-09-03,MLD-04,Sadeghieh-e Malard Vaccination Center,179,89,82,97,7,0.0787
2021-09-03,MLD-05,Chelab Rural Vaccination Center,117,68,61,56,7,0.1029
2021-09-04,MLD-01,Malard Central Health Center,760,323,293,467,30,0.0929
2021-09-04,MLD-02,Sabashahr Health Center,551,282,268,283,14,0.0496
2021-09-04,MLD-03,Vahedieh Health Center,486,277,245,241,32,0.1155
2021-09-04,MLD-04,Sadeghieh-e Malard Vaccination Center,509,201,182,327,19,0.0945
2021-09-04,MLD-05,Chelab Rural Vaccination Center,308,135,118,190,17,0.1259
2021-09-05,MLD-01,Malard Central Health Center,755,453,385,370,68,0.1501
2021-09-05,MLD-02,Sabashahr Health Center,615,285,256,359,29,0.1018
2021-09-05,MLD-03,Vahedieh Health Center,462,217,198,264,19,0.0876
2021-09-05,MLD-04,Sadeghieh-e Malard Vaccination Center,479,204,184,295,20,0.098
2021-09-05,MLD-05,Chelab Rural Vaccination Center,352,217,195,157,22,0.1014
2021-09-06,MLD-01,Malard Central Health Center,668,380,335,333,45,0.1184
2021-09-06,MLD-02,Sabashahr Health Center,585,341,302,283,39,0.1144
2021-09-06,MLD-03,Vahedieh Health Center,563,269,241,322,28,0.1041
2021-09-06,MLD-04,Sadeghieh-e Malard Vaccination Center,495,261,218,277,43,0.1648
2021-09-06,MLD-05,Chelab Rural Vaccination Center,374,196,176,198,20,0.102
2021-09-07,MLD-01,Malard Central Health Center,656,438,392,264,46,0.105
2021-09-07,MLD-02,Sabashahr Health Center,618,255,238,380,17,0.0667
2021-09-07,MLD-03,Vahedieh Health Center,595,329,284,311,45,0.1368
2021-09-07,MLD-04,Sadeghieh-e Malard Vaccination Center,536,292,263,273,29,0.0993
2021-09-07,MLD-05,Chelab Rural Vaccination Center,315,185,163,152,22,0.1189
2021-09-08,MLD-01,Malard Central Health Center,769,403,352,417,51,0.1266
2021-09-08,MLD-02,Sabashahr Health Center,603,397,363,240,34,0.0856
2021-09-08,MLD-03,Vahedieh Health Center,445,248,237,208,11,0.0444
2021-09-08,MLD-04,Sadeghieh-e Malard Vaccination Center,500,218,185,315,33,0.1514
2021-09-08,MLD-05,Chelab Rural Vaccination Center,414,202,173,241,29,0.1436
2021-09-09,MLD-01,Malard Central Health Center,663,397,346,317,51,0.1285
2021-09-09,MLD-02,Sabashahr Health Center,475,222,185,290,37,0.1667
2021-09-09,MLD-03,Vahedieh Health Center,429,249,205,224,44,0.1767
2021-09-09,MLD-04,Sadeghieh-e Malard Vaccination Center,421,216,175,246,41,0.1898
2021-09-09,MLD-05,Chelab Rural Vaccination Center,363,253,207,156,46,0.1818
2021-09-10,MLD-01,Malard Central Health Center,271,122,109,162,13,0.1066
2021-09-10,MLD-02,Sabashahr Health Center,220,119,105,115,14,0.1176
2021-09-10,MLD-03,Vahedieh Health Center,186,89,78,108,11,0.1236
2021-09-10,MLD-04,Sadeghieh-e Malard Vaccination Center,164,93,81,83,12,0.129
2021-09-10,MLD-05,Chelab Rural Vaccination Center,131,69,59,72,10,0.1449
2021-09-11,MLD-01,Malard Central Health Center,745,414,362,383,52,0.1256
2021-09-11,MLD-02,Sabashahr Health Center,669,355,322,347,33,0.093
2021-09-11,MLD-03,Vahedieh Health Center,494,284,246,248,38,0.1338
2021-09-11,MLD-04,Sadeghieh-e Malard Vaccination Center,459,251,209,250,42,0.1673
2021-09-11,MLD-05,Chelab Rural Vaccination Center,426,220,190,236,30,0.1364
2021-09-12,MLD-01,Malard Central Health Center,700,373,319,381,54,0.1448
2021-09-12,MLD-02,Sabashahr Health Center,694,444,404,290,40,0.0901
2021-09-12,MLD-03,Vahedieh Health Center,503,303,274,229,29,0.0957
2021-09-12,MLD-04,Sadeghieh-e Malard Vaccination Center,486,250,226,260,24,0.096
2021-09-12,MLD-05,Chelab Rural Vaccination Center,432,182,169,263,13,0.0714
2021-09-13,MLD-01,Malard Central Health Center,818,435,389,429,46,0.1057
2021-09-13,MLD-02,Sabashahr Health Center,605,285,252,353,33,0.1158
2021-09-13,MLD-03,Vahedieh Health Center,522,274,241,281,33,0.1204
2021-09-13,MLD-04,Sadeghieh-e Malard Vaccination Center,462,235,202,260,33,0.1404
2021-09-13,MLD-05,Chelab Rural Vaccination Center,430,235,216,214,19,0.0809
2021-09-14,MLD-01,Malard Central Health Center,841,400,356,485,44,0.11
2021-09-14,MLD-02,Sabashahr Health Center,621,312,285,336,27,0.0865
2021-09-14,MLD-03,Vahedieh Health Center,580,327,272,308,55,0.1682
2021-09-14,MLD-04,Sadeghieh-e Malard Vaccination Center,536,231,216,320,15,0.0649
2021-09-14,MLD-05,Chelab Rural Vaccination Center,350,167,152,198,15,0.0898
2021-09-15,MLD-01,Malard Central Health Center,777,482,407,370,75,0.1556
2021-09-15,MLD-02,Sabashahr Health Center,541,287,245,296,42,0.1463
2021-09-15,MLD-03,Vahedieh Health Center,652,351,314,338,37,0.1054
2021-09-15,MLD-04,Sadeghieh-e Malard Vaccination Center,527,288,248,279,40,0.1389
2021-09-15,MLD-05,Chelab Rural Vaccination Center,418,231,203,215,28,0.1212
2021-09-16,MLD-01,Malard Central Health Center,641,451,358,283,93,0.2062
2021-09-16,MLD-02,Sabashahr Health Center,542,300,257,285,43,0.1433
2021-09-16,MLD-03,Vahedieh Health Center,465,264,218,247,46,0.1742
2021-09-16,MLD-04,Sadeghieh-e Malard Vaccination Center,518,314,265,253,49,0.1561
2021-09-16,MLD-05,Chelab Rural Vaccination Center,287,193,159,128,34,0.1762
2021-09-17,MLD-01,Malard Central Health Center,269,132,118,151,14,0.1061
2021-09-17,MLD-02,Sabashahr Health Center,219,114,101,118,13,0.114
2021-09-17,MLD-03,Vahedieh Health Center,195,113,97,98,16,0.1416
2021-09-17,MLD-04,Sadeghieh-e Malard Vaccination Center,203,129,111,92,18,0.1395
2021-09-17,MLD-05,Chelab Rural Vaccination Center,133,58,53,80,5,0.0862
2021-09-18,MLD-01,Malard Central Health Center,807,389,331,476,58,0.1491
2021-09-18,MLD-02,Sabashahr Health Center,634,331,293,341,38,0.1148
2021-09-18,MLD-03,Vahedieh Health Center,590,286,252,338,34,0.1189
2021-09-18,MLD-04,Sadeghieh-e Malard Vaccination Center,529,266,241,288,25,0.094
2021-09-18,MLD-05,Chelab Rural Vaccination Center,350,161,148,202,13,0.0807
2021-09-19,MLD-01,Malard Central Health Center,787,368,331,456,37,0.1005
2021-09-19,MLD-02,Sabashahr Health Center,731,313,290,441,23,0.0735
2021-09-19,MLD-03,Vahedieh Health Center,537,205,199,338,6,0.0293
2021-09-19,MLD-04,Sadeghieh-e Malard Vaccination Center,417,246,226,191,20,0.0813
2021-09-19,MLD-05,Chelab Rural Vaccination Center,395,195,172,223,23,0.1179
2021-09-20,MLD-01,Malard Central Health Center,820,485,421,399,64,0.132
2021-09-20,MLD-02,Sabashahr Health Center,585,279,252,333,27,0.0968
2021-09-20,MLD-03,Vahedieh Health Center,565,288,263,302,25,0.0868
2021-09-20,MLD-04,Sadeghieh-e Malard Vaccination Center,511,292,282,229,10,0.0342
2021-09-20,MLD-05,Chelab Rural Vaccination Center,379,223,193,186,30,0.1345
2021-09-21,MLD-01,Malard Central Health Center,764,293,255,509,38,0.1297
2021-09-21,MLD-02,Sabashahr Health Center,700,417,369,331,48,0.1151
2021-09-21,MLD-03,Vahedieh Health Center,487,280,256,231,24,0.0857
2021-09-21,MLD-04,Sadeghieh-e Malard Vaccination Center,574,317,276,298,41,0.1293
2021-09-21,MLD-05,Chelab Rural Vaccination Center,429,202,172,257,30,0.1485
2021-09-22,MLD-01,Malard Central Health Center,785,394,361,424,33,0.0838
2021-09-22,MLD-02,Sabashahr Health Center,681,373,339,342,34,0.0912
2021-09-22,MLD-03,Vahedieh Health Center,529,345,300,229,45,0.1304
2021-09-22,MLD-04,Sadeghieh-e Malard Vaccination Center,578,337,310,268,27,0.0801
2021-09-22,MLD-05,Chelab Rural Vaccination Center,376,186,165,211,21,0.1129
2021-09-23,MLD-01,Malard Central Health Center,619,378,301,318,77,0.2037
2021-09-23,MLD-02,Sabashahr Health Center,561,341,284,277,57,0.1672
2021-09-23,MLD-03,Vahedieh Health Center,449,261,228,221,33,0.1264
2021-09-23,MLD-04,Sadeghieh-e Malard Vaccination Center,468,266,222,246,44,0.1654
2021-09-23,MLD-05,Chelab Rural Vaccination Center,383,223,193,190,30,0.1345
2021-09-24,MLD-01,Malard Central Health Center,283,162,147,136,15,0.0926
2021-09-24,MLD-02,Sabashahr Health Center,243,137,124,119,13,0.0949
2021-09-24,MLD-03,Vahedieh Health Center,190,113,99,91,14,0.1239
2021-09-24,MLD-04,Sadeghieh-e Malard Vaccination Center,193,90,78,115,12,0.1333
2021-09-24,MLD-05,Chelab Rural Vaccination Center,145,79,65,80,14,0.1772
2021-09-25,MLD-01,Malard Central Health Center,848,519,457,391,62,0.1195
2021-09-25,MLD-02,Sabashahr Health Center,674,372,336,338,36,0.0968
2021-09-25,MLD-03,Vahedieh Health Center,583,350,318,265,32,0.0914
2021-09-25,MLD-04,Sadeghieh-e Malard Vaccination Center,494,317,279,215,38,0.1199
2021-09-25,MLD-05,Chelab Rural Vaccination Center,398,244,222,176,22,0.0902
2021-09-26,MLD-01,Malard Central Health Center,767,376,322,445,54,0.1436
2021-09-26,MLD-02,Sabashahr Health Center,701,368,338,363,30,0.0815
2021-09-26,MLD-03,Vahedieh Health Center,615,322,292,323,30,0.0932
2021-09-26,MLD-04,Sadeghieh-e Malard Vaccination Center,601,302,258,343,44,0.1457
2021-09-26,MLD-05,Chelab Rural Vaccination Center,425,206,185,240,21,0.1019
2021-09-27,MLD-01,Malard Central Health Center,776,452,384,392,68,0.1504
2021-09-27,MLD-02,Sabashahr Health Center,820,404,377,443,27,0.0668
2021-09-27,MLD-03,Vahedieh Health Center,569,312,283,286,29,0.0929
2021-09-27,MLD-04,Sadeghieh-e Malard Vaccination Center,553,340,304,249,36,0.1059
2021-09-27,MLD-05,Chelab Rural Vaccination Center,393,254,219,174,35,0.1378
2021-09-28,MLD-01,Malard Central Health Center,776,399,367,409,32,0.0802
2021-09-28,MLD-02,Sabashahr Health Center,644,398,362,282,36,0.0905
2021-09-28,MLD-03,Vahedieh Health Center,691,348,316,375,32,0.092
2021-09-28,MLD-04,Sadeghieh-e Malard Vaccination Center,577,304,277,300,27,0.0888
2021-09-28,MLD-05,Chelab Rural Vaccination Center,492,244,221,271,23,0.0943
2021-09-29,MLD-01,Malard Central Health Center,733,442,395,338,47,0.1063
2021-09-29,MLD-02,Sabashahr Health Center,736,515,436,300,79,0.1534
2021-09-29,MLD-03,Vahedieh Health Center,635,357,318,317,39,0.1092
2021-09-29,MLD-04,Sadeghieh-e Malard Vaccination Center,611,343,304,307,39,0.1137
2021-09-29,MLD-05,Chelab Rural Vaccination Center,468,224,192,276,32,0.1429
2021-09-30,MLD-01,Malard Central Health Center,718,358,298,420,60,0.1676
2021-09-30,MLD-02,Sabashahr Health Center,629,353,298,331,55,0.1558
2021-09-30,MLD-03,Vahedieh Health Center,511,236,201,310,35,0.1483
2021-09-30,MLD-04,Sadeghieh-e Malard Vaccination Center,512,340,276,236,64,0.1882
2021-09-30,MLD-05,Chelab Rural Vaccination Center,357,200,171,186,29,0.145
2021-10-01,MLD-01,Malard Central Health Center,299,154,130,169,24,0.1558
2021-10-01,MLD-02,Sabashahr Health Center,253,143,134,119,9,0.0629
2021-10-01,MLD-03,Vahedieh Health Center,205,93,86,119,7,0.0753
2021-10-01,MLD-04,Sadeghieh-e Malard Vaccination Center,205,138,120,85,18,0.1304
2021-10-01,MLD-05,Chelab Rural Vaccination Center,163,108,99,64,9,0.0833
2021-10-02,MLD-01,Malard Central Health Center,771,464,417,354,47,0.1013
2021-10-02,MLD-02,Sabashahr Health Center,751,419,359,392,60,0.1432
2021-10-02,MLD-03,Vahedieh Health Center,650,340,296,354,44,0.1294
2021-10-02,MLD-04,Sadeghieh-e Malard Vaccination Center,656,418,380,276,38,0.0909
2021-10-02,MLD-05,Chelab Rural Vaccination Center,393,204,174,219,30,0.1471
2021-10-03,MLD-01,Malard Central Health Center,844,457,405,439,52,0.1138
2021-10-03,MLD-02,Sabashahr Health Center,758,417,362,396,55,0.1319
2021-10-03,MLD-03,Vahedieh Health Center,652,323,290,362,33,0.1022
