date,jalali_date,center_id,center_name,locality,vaccine_type,dose_number,doses_administered
2021-09-23,1400-07-01,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,6
2021-09-23,1400-07-01,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,47
2021-09-23,1400-07-01,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,87
2021-09-23,1400-07-01,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,4
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,50
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,93
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,4
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,43
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,79
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,4
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,60
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,111
2021-09-23,1400-07-01,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,5
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,74
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,136
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,6
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,40
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,74
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,3
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,46
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,85
2021-09-23,1400-07-01,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,4
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,49
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,90
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,4
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,38
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,69
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,3
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,44
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,82
2021-09-23,1400-07-01,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,4
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,29
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,54
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,3
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,31
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,59
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,3
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,35
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,66
2021-09-24,1400-07-02,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,3
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,38
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,71
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,3
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,11
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,20
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,1
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,33
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,63
2021-09-24,1400-07-02,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,3
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,31
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,57
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,3
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,19
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,36
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,2
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,14
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,27
2021-09-24,1400-07-02,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,1
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,24
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,44
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,2
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,28
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,53
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,2
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,14
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,25
2021-09-24,1400-07-02,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,1
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,28
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,52
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,2
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,10
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,19
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,1
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,11
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,21
2021-09-24,1400-07-02,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,1
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,275
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,87
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,11
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,212
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,67
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,9
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,138
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,43
2021-09-25,1400-07-03,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,6
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,234
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,74
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,10
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,203
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,64
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,8
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,60
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,19
2021-09-25,1400-07-03,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,2
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,147
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,46
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,6
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,139
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,44
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,6
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,144
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,45
2021-09-25,1400-07-03,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,6
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,161
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,51
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,6
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,123
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,39
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,5
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,80
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,26
2021-09-25,1400-07-03,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,3
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,109
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,35
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,4
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,92
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,29
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,4
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,92
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,29
2021-09-25,1400-07-03,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,4
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,115
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,219
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,11
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,72
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,138
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,7
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,69
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,130
2021-09-26,1400-07-04,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,6
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,87
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,165
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,8
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,87
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,166
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,8
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,60
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,114
2021-09-26,1400-07-04,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,6
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,85
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,163
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,8
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,48
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,92
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,5
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,71
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,136
2021-09-26,1400-07-04,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,7
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,74
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,140
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,7
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,69
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,131
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,6
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,58
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,111
2021-09-26,1400-07-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,5
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,50
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,95
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,5
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,45
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,85
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,4
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,47
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,90
2021-09-26,1400-07-04,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,4
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,192
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,140
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,11
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,136
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,99
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,8
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,106
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,78
2021-09-27,1400-07-05,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,6
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,203
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,148
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,12
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,141
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,102
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,8
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,115
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,84
2021-09-27,1400-07-05,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,7
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,113
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,82
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,6
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,82
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,60
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,5
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,124
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,90
2021-09-27,1400-07-05,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,7
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,144
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,105
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,8
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,111
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,81
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,6
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,55
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,40
2021-09-27,1400-07-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,3
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,96
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,70
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,5
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,78
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,57
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,5
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,46
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,33
2021-09-27,1400-07-05,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,3
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,159
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,208
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,12
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,116
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,152
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,9
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,50
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,66
2021-09-28,1400-07-06,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,4
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,77
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,101
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,6
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,119
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,156
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,9
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,74
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,96
2021-09-28,1400-07-06,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,6
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,132
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,172
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,10
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,95
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,125
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,7
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,63
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,82
2021-09-28,1400-07-06,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,5
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,103
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,135
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,8
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,42
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,55
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,3
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,97
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,127
2021-09-28,1400-07-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,7
2021-09-28,1400-07-06,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,96
2021-09-28,1400-07-06,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,125
2021-09-28,1400-07-06,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,7
2021-09-28,1400-07-06,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,54
